order_id,seller_id,store_id,status,total_amount,reservation_id,created_at
ORD017135,SELLER032,WH023,CONFIRMED,1163.88,,2026-03-04 16:54:55
ORD017136,SELLER011,WH023,CONFIRMED,743.53,RSV015366,2026-03-04 16:55:12
ORD017137,SELLER088,WH001,CONFIRMED,1625.74,,2026-03-04 16:55:29
ORD017138,SELLER119,WH017,CONFIRMED,2976.67,RSV017203,2026-03-04 16:55:46
ORD017139,SELLER092,WH023,CANCELLED,1394.61,RSV001828,2026-03-04 16:56:03
ORD017140,SELLER060,WH009,PENDING,2027.71,,2026-03-04 16:56:20
ORD017141,SELLER062,WH003,PENDING,2919.87,RSV003755,2026-03-04 16:56:37
ORD017142,SELLER110,WH017,PENDING,2526.26,RSV018732,2026-03-04 16:56:54
ORD017143,SELLER056,WH024,CONFIRMED,1782.74,RSV014191,2026-03-04 16:57:11
ORD017144,SELLER041,WH011,CONFIRMED,448.81,RSV008525,2026-03-04 16:57:28
ORD017145,SELLER060,WH026,CONFIRMED,2218.89,RSV018345,2026-03-04 16:57:45
ORD017146,SELLER044,WH011,CONFIRMED,2300.03,RSV003338,2026-03-04 16:58:02
ORD017147,SELLER024,WH012,PENDING,1352.92,RSV008141,2026-03-04 16:58:19
ORD017148,SELLER081,WH016,CONFIRMED,2737.56,,2026-03-04 16:58:36
ORD017149,SELLER107,WH007,CONFIRMED,1350.42,RSV004439,2026-03-04 16:58:53
ORD017150,SELLER090,WH002,CONFIRMED,3113.23,RSV012968,2026-03-04 16:59:10
ORD017151,SELLER035,WH016,CONFIRMED,230.60,RSV009843,2026-03-04 16:59:27
ORD017152,SELLER041,WH001,CONFIRMED,1175.99,RSV014873,2026-03-04 16:59:44
ORD017153,SELLER074,WH007,PENDING,2873.45,RSV007888,2026-03-04 17:00:01
ORD017154,SELLER069,WH028,CONFIRMED,1993.09,,2026-03-04 17:00:18
ORD017155,SELLER037,WH014,CONFIRMED,1219.70,,2026-03-04 17:00:35
ORD017156,SELLER010,WH015,CONFIRMED,1767.10,RSV008661,2026-03-04 17:00:52
ORD017157,SELLER100,WH016,CONFIRMED,150.85,RSV008824,2026-03-04 17:01:09
ORD017158,SELLER092,WH010,CONFIRMED,1884.02,RSV015695,2026-03-04 17:01:26
ORD017159,SELLER080,WH012,CANCELLED,1676.19,RSV004962,2026-03-04 17:01:43
ORD017160,SELLER014,WH023,CONFIRMED,1244.36,RSV018445,2026-03-04 17:02:00
ORD017161,SELLER107,WH001,CONFIRMED,2989.85,RSV015851,2026-03-04 17:02:17
ORD017162,SELLER101,WH002,CONFIRMED,2883.12,RSV007466,2026-03-04 17:02:34
ORD017163,SELLER045,WH026,CONFIRMED,712.86,RSV012449,2026-03-04 17:02:51
ORD017164,SELLER066,WH029,CONFIRMED,2847.45,RSV002703,2026-03-04 17:03:08
ORD017165,SELLER112,WH005,CONFIRMED,1728.18,,2026-03-04 17:03:25
ORD017166,SELLER067,WH026,CONFIRMED,2392.62,,2026-03-04 17:03:42
ORD017167,SELLER051,WH002,CONFIRMED,1270.49,,2026-03-04 17:03:59
ORD017168,SELLER041,WH030,PENDING,2045.44,RSV001042,2026-03-04 17:04:16
ORD017169,SELLER069,WH017,CONFIRMED,1366.40,RSV010473,2026-03-04 17:04:33
ORD017170,SELLER119,WH004,PENDING,2929.11,RSV011607,2026-03-04 17:04:50
ORD017171,SELLER118,WH018,CONFIRMED,1661.29,RSV015432,2026-03-04 17:05:07
ORD017172,SELLER060,WH001,CONFIRMED,882.63,RSV015526,2026-03-04 17:05:24
ORD017173,SELLER072,WH022,CONFIRMED,2235.53,RSV019725,2026-03-04 17:05:41
ORD017174,SELLER023,WH015,CONFIRMED,686.06,,2026-03-04 17:05:58
ORD017175,SELLER029,WH011,CONFIRMED,1515.87,RSV011304,2026-03-04 17:06:15
ORD017176,SELLER083,WH030,CONFIRMED,2671.34,RSV005411,2026-03-04 17:06:32
ORD017177,SELLER058,WH015,CONFIRMED,1194.60,RSV009274,2026-03-04 17:06:49
ORD017178,SELLER029,WH029,PENDING,693.68,RSV006102,2026-03-04 17:07:06
ORD017179,SELLER076,WH018,PENDING,2540.61,RSV009470,2026-03-04 17:07:23
ORD017180,SELLER014,WH019,CONFIRMED,431.75,RSV012498,2026-03-04 17:07:40
ORD017181,SELLER025,WH013,CONFIRMED,2503.91,RSV016879,2026-03-04 17:07:57
ORD017182,SELLER092,WH022,CONFIRMED,3159.49,RSV019611,2026-03-04 17:08:14
ORD017183,SELLER003,WH004,CONFIRMED,2488.77,RSV004168,2026-03-04 17:08:31
ORD017184,SELLER014,WH001,PENDING,3154.78,RSV006863,2026-03-04 17:08:48
ORD017185,SELLER068,WH010,CONFIRMED,2690.17,RSV009174,2026-03-04 17:09:05
ORD017186,SELLER105,WH009,CONFIRMED,1360.19,RSV018720,2026-03-04 17:09:22
ORD017187,SELLER111,WH010,PENDING,1648.37,RSV016378,2026-03-04 17:09:39
ORD017188,SELLER031,WH014,CONFIRMED,2261.83,RSV002135,2026-03-04 17:09:56
ORD017189,SELLER073,WH029,CONFIRMED,1113.43,RSV009146,2026-03-04 17:10:13
ORD017190,SELLER062,WH006,CONFIRMED,2516.86,,2026-03-04 17:10:30
ORD017191,SELLER004,WH013,CONFIRMED,531.93,RSV019888,2026-03-04 17:10:47
ORD017192,SELLER039,WH005,CONFIRMED,3023.44,,2026-03-04 17:11:04
ORD017193,SELLER071,WH017,CONFIRMED,2550.81,RSV009014,2026-03-04 17:11:21
ORD017194,SELLER023,WH022,PENDING,2822.02,,2026-03-04 17:11:38
ORD017195,SELLER072,WH009,CONFIRMED,2149.52,RSV011969,2026-03-04 17:11:55
ORD017196,SELLER012,WH022,PENDING,1334.80,RSV015350,2026-03-04 17:12:12
ORD017197,SELLER091,WH001,CONFIRMED,2254.41,RSV016716,2026-03-04 17:12:29
ORD017198,SELLER048,WH022,CANCELLED,219.52,RSV012737,2026-03-04 17:12:46
ORD017199,SELLER033,WH010,CONFIRMED,2214.30,RSV010307,2026-03-04 17:13:03
ORD017200,SELLER089,WH021,CONFIRMED,2595.57,RSV006805,2026-03-04 17:13:20
ORD017201,SELLER064,WH001,CONFIRMED,577.20,RSV003014,2026-03-04 17:13:37
ORD017202,SELLER117,WH019,CONFIRMED,257.57,RSV002978,2026-03-04 17:13:54
ORD017203,SELLER009,WH026,CONFIRMED,1951.11,RSV007239,2026-03-04 17:14:11
ORD017204,SELLER063,WH016,CONFIRMED,2133.70,RSV016342,2026-03-04 17:14:28
ORD017205,SELLER045,WH004,CONFIRMED,204.64,RSV005175,2026-03-04 17:14:45
ORD017206,SELLER056,WH014,CONFIRMED,658.54,RSV000559,2026-03-04 17:15:02
ORD017207,SELLER105,WH017,PENDING,2782.11,,2026-03-04 17:15:19
ORD017208,SELLER037,WH005,CONFIRMED,2445.91,RSV007617,2026-03-04 17:15:36
ORD017209,SELLER006,WH003,CONFIRMED,1859.01,,2026-03-04 17:15:53
ORD017210,SELLER018,WH001,CONFIRMED,1457.90,RSV017871,2026-03-04 17:16:10
ORD017211,SELLER058,WH016,CONFIRMED,622.48,RSV012247,2026-03-04 17:16:27
ORD017212,SELLER103,WH024,CONFIRMED,3139.78,,2026-03-04 17:16:44
ORD017213,SELLER011,WH010,PENDING,3174.21,RSV000710,2026-03-04 17:17:01
ORD017214,SELLER058,WH003,PENDING,2543.22,RSV011709,2026-03-04 17:17:18
ORD017215,SELLER024,WH010,CONFIRMED,1165.31,RSV003881,2026-03-04 17:17:35
ORD017216,SELLER017,WH022,CONFIRMED,553.63,RSV008301,2026-03-04 17:17:52
ORD017217,SELLER011,WH013,CONFIRMED,2554.30,RSV001956,2026-03-04 17:18:09
ORD017218,SELLER015,WH029,CONFIRMED,2216.30,RSV003424,2026-03-04 17:18:26
ORD017219,SELLER049,WH025,CONFIRMED,466.51,RSV014864,2026-03-04 17:18:43
ORD017220,SELLER024,WH015,CONFIRMED,297.04,RSV002950,2026-03-04 17:19:00
ORD017221,SELLER037,WH025,CONFIRMED,2254.03,RSV016487,2026-03-04 17:19:17
ORD017222,SELLER057,WH009,PENDING,422.66,RSV011695,2026-03-04 17:19:34
ORD017223,SELLER062,WH013,CONFIRMED,1003.17,RSV014581,2026-03-04 17:19:51
ORD017224,SELLER032,WH003,CONFIRMED,164.42,,2026-03-04 17:20:08
ORD017225,SELLER005,WH011,PENDING,2871.01,RSV001636,2026-03-04 17:20:25
ORD017226,SELLER099,WH013,CONFIRMED,51.51,RSV010001,2026-03-04 17:20:42
ORD017227,SELLER021,WH028,CONFIRMED,2680.29,RSV005837,2026-03-04 17:20:59
ORD017228,SELLER057,WH011,CONFIRMED,1393.98,RSV004714,2026-03-04 17:21:16
ORD017229,SELLER116,WH001,PENDING,1309.95,RSV001730,2026-03-04 17:21:33
ORD017230,SELLER058,WH026,CONFIRMED,1864.97,RSV011407,2026-03-04 17:21:50
ORD017231,SELLER084,WH008,CONFIRMED,70.00,RSV008279,2026-03-04 17:22:07
ORD017232,SELLER098,WH028,CONFIRMED,1138.96,RSV007955,2026-03-04 17:22:24
ORD017233,SELLER095,WH006,CONFIRMED,1705.26,RSV002123,2026-03-04 17:22:41
ORD017234,SELLER115,WH005,CONFIRMED,281.38,,2026-03-04 17:22:58
ORD017235,SELLER113,WH005,PENDING,2416.78,RSV018857,2026-03-04 17:23:15
ORD017236,SELLER009,WH014,CONFIRMED,1024.29,RSV004910,2026-03-04 17:23:32
ORD017237,SELLER080,WH029,CONFIRMED,94.73,RSV013291,2026-03-04 17:23:49
ORD017238,SELLER087,WH005,CONFIRMED,1660.66,RSV013238,2026-03-04 17:24:06
ORD017239,SELLER094,WH011,CONFIRMED,1643.04,RSV003940,2026-03-04 17:24:23
ORD017240,SELLER037,WH007,CONFIRMED,580.88,RSV006966,2026-03-04 17:24:40
ORD017241,SELLER120,WH027,PENDING,2531.45,RSV015369,2026-03-04 17:24:57
ORD017242,SELLER041,WH029,CANCELLED,2284.38,,2026-03-04 17:25:14
ORD017243,SELLER059,WH007,PENDING,2741.72,,2026-03-04 17:25:31
ORD017244,SELLER113,WH024,PENDING,403.07,RSV014576,2026-03-04 17:25:48
ORD017245,SELLER009,WH028,PENDING,2191.08,RSV004267,2026-03-04 17:26:05
ORD017246,SELLER115,WH003,CONFIRMED,646.61,,2026-03-04 17:26:22
ORD017247,SELLER022,WH017,CONFIRMED,1550.25,RSV012417,2026-03-04 17:26:39
ORD017248,SELLER091,WH022,CONFIRMED,1794.95,RSV017091,2026-03-04 17:26:56
ORD017249,SELLER059,WH003,CONFIRMED,171.40,RSV001428,2026-03-04 17:27:13
ORD017250,SELLER084,WH019,CONFIRMED,1912.52,RSV016399,2026-03-04 17:27:30
ORD017251,SELLER049,WH025,CONFIRMED,2117.99,,2026-03-04 17:27:47
ORD017252,SELLER038,WH016,CONFIRMED,1345.34,RSV019756,2026-03-04 17:28:04
ORD017253,SELLER067,WH021,CONFIRMED,1916.54,RSV015604,2026-03-04 17:28:21
ORD017254,SELLER029,WH010,CONFIRMED,801.75,RSV000065,2026-03-04 17:28:38
ORD017255,SELLER101,WH019,CONFIRMED,2808.40,RSV001485,2026-03-04 17:28:55
ORD017256,SELLER105,WH029,CONFIRMED,1871.67,RSV007909,2026-03-04 17:29:12
ORD017257,SELLER106,WH019,CONFIRMED,2730.08,RSV010576,2026-03-04 17:29:29
ORD017258,SELLER054,WH028,CONFIRMED,1248.52,RSV014889,2026-03-04 17:29:46
ORD017259,SELLER091,WH022,CONFIRMED,1463.44,RSV005871,2026-03-04 17:30:03
ORD017260,SELLER087,WH017,CONFIRMED,2670.01,RSV011396,2026-03-04 17:30:20
ORD017261,SELLER050,WH007,CONFIRMED,1995.18,RSV005045,2026-03-04 17:30:37
ORD017262,SELLER033,WH001,CONFIRMED,1541.11,RSV018182,2026-03-04 17:30:54
ORD017263,SELLER029,WH024,CONFIRMED,323.03,RSV000985,2026-03-04 17:31:11
ORD017264,SELLER103,WH003,CONFIRMED,1081.00,,2026-03-04 17:31:28
ORD017265,SELLER039,WH027,CONFIRMED,2643.46,RSV012439,2026-03-04 17:31:45
ORD017266,SELLER037,WH017,CONFIRMED,1347.90,RSV005678,2026-03-04 17:32:02
ORD017267,SELLER092,WH014,CONFIRMED,2770.93,RSV019008,2026-03-04 17:32:19
ORD017268,SELLER081,WH015,CONFIRMED,852.18,RSV018220,2026-03-04 17:32:36
ORD017269,SELLER059,WH004,CONFIRMED,198.30,RSV003815,2026-03-04 17:32:53
ORD017270,SELLER055,WH023,CONFIRMED,3097.29,RSV017058,2026-03-04 17:33:10
ORD017271,SELLER117,WH026,PENDING,1993.83,RSV000490,2026-03-04 17:33:27
ORD017272,SELLER016,WH006,PENDING,2681.75,,2026-03-04 17:33:44
ORD017273,SELLER091,WH012,CONFIRMED,189.29,RSV016733,2026-03-04 17:34:01
ORD017274,SELLER102,WH029,CONFIRMED,2255.89,RSV013535,2026-03-04 17:34:18
ORD017275,SELLER093,WH002,CONFIRMED,2112.63,RSV014300,2026-03-04 17:34:35
ORD017276,SELLER053,WH020,CONFIRMED,1736.79,,2026-03-04 17:34:52
ORD017277,SELLER107,WH030,CONFIRMED,590.40,,2026-03-04 17:35:09
ORD017278,SELLER002,WH009,CONFIRMED,267.65,,2026-03-04 17:35:26
ORD017279,SELLER116,WH021,CANCELLED,1936.84,,2026-03-04 17:35:43
ORD017280,SELLER078,WH020,CONFIRMED,1581.72,,2026-03-04 17:36:00
ORD017281,SELLER009,WH014,PENDING,1224.69,RSV004255,2026-03-04 17:36:17
ORD017282,SELLER050,WH020,CONFIRMED,1444.45,RSV008288,2026-03-04 17:36:34
ORD017283,SELLER060,WH002,CONFIRMED,1995.08,RSV009610,2026-03-04 17:36:51
ORD017284,SELLER112,WH021,CONFIRMED,1321.05,RSV018322,2026-03-04 17:37:08
ORD017285,SELLER100,WH008,CONFIRMED,2738.14,RSV017982,2026-03-04 17:37:25
ORD017286,SELLER116,WH019,CONFIRMED,1015.23,,2026-03-04 17:37:42
ORD017287,SELLER069,WH010,CONFIRMED,747.38,RSV008147,2026-03-04 17:37:59
ORD017288,SELLER055,WH003,PENDING,564.34,RSV001803,2026-03-04 17:38:16
ORD017289,SELLER013,WH003,CONFIRMED,3040.48,RSV000850,2026-03-04 17:38:33
ORD017290,SELLER027,WH003,CONFIRMED,1872.55,,2026-03-04 17:38:50
ORD017291,SELLER038,WH010,CONFIRMED,1502.15,RSV019457,2026-03-04 17:39:07
ORD017292,SELLER021,WH012,CANCELLED,2220.77,,2026-03-04 17:39:24
ORD017293,SELLER045,WH028,CONFIRMED,1882.40,RSV007185,2026-03-04 17:39:41
ORD017294,SELLER014,WH001,CONFIRMED,1640.00,RSV009631,2026-03-04 17:39:58
ORD017295,SELLER108,WH026,CANCELLED,1482.73,,2026-03-04 17:40:15
ORD017296,SELLER002,WH007,CONFIRMED,690.96,RSV004167,2026-03-04 17:40:32
ORD017297,SELLER078,WH027,PENDING,996.64,RSV011026,2026-03-04 17:40:49
ORD017298,SELLER037,WH017,CONFIRMED,2680.42,RSV014680,2026-03-04 17:41:06
ORD017299,SELLER090,WH018,CONFIRMED,550.64,RSV013945,2026-03-04 17:41:23
ORD017300,SELLER002,WH006,CONFIRMED,617.48,,2026-03-04 17:41:40
ORD017301,SELLER069,WH016,PENDING,525.07,,2026-03-04 17:41:57
ORD017302,SELLER014,WH006,CONFIRMED,3151.23,,2026-03-04 17:42:14
ORD017303,SELLER009,WH004,CONFIRMED,773.45,,2026-03-04 17:42:31
ORD017304,SELLER011,WH018,PENDING,277.10,RSV000293,2026-03-04 17:42:48
ORD017305,SELLER088,WH029,CONFIRMED,1820.12,RSV016964,2026-03-04 17:43:05
ORD017306,SELLER012,WH025,CONFIRMED,3172.24,RSV007548,2026-03-04 17:43:22
ORD017307,SELLER086,WH004,CONFIRMED,317.38,,2026-03-04 17:43:39
ORD017308,SELLER018,WH015,CONFIRMED,145.43,,2026-03-04 17:43:56
ORD017309,SELLER043,WH010,CONFIRMED,1060.44,,2026-03-04 17:44:13
ORD017310,SELLER115,WH026,CONFIRMED,2498.98,RSV017244,2026-03-04 17:44:30
ORD017311,SELLER098,WH017,CONFIRMED,223.06,RSV014645,2026-03-04 17:44:47
ORD017312,SELLER064,WH001,CONFIRMED,1455.66,,2026-03-04 17:45:04
ORD017313,SELLER029,WH021,CONFIRMED,1256.65,,2026-03-04 17:45:21
ORD017314,SELLER073,WH029,PENDING,2751.50,RSV006550,2026-03-04 17:45:38
ORD017315,SELLER083,WH021,CONFIRMED,2859.14,RSV006658,2026-03-04 17:45:55
ORD017316,SELLER034,WH018,CONFIRMED,2053.15,,2026-03-04 17:46:12
ORD017317,SELLER028,WH024,PENDING,1974.47,RSV005576,2026-03-04 17:46:29
ORD017318,SELLER017,WH002,CONFIRMED,450.88,RSV006635,2026-03-04 17:46:46
ORD017319,SELLER057,WH011,CONFIRMED,2001.42,RSV000050,2026-03-04 17:47:03
ORD017320,SELLER070,WH011,CONFIRMED,996.61,,2026-03-04 17:47:20
ORD017321,SELLER028,WH019,PENDING,512.04,RSV009930,2026-03-04 17:47:37
ORD017322,SELLER120,WH014,PENDING,1345.25,RSV008541,2026-03-04 17:47:54
ORD017323,SELLER080,WH023,CONFIRMED,1264.06,,2026-03-04 17:48:11
ORD017324,SELLER011,WH014,CANCELLED,1229.10,RSV018047,2026-03-04 17:48:28
ORD017325,SELLER059,WH030,CONFIRMED,1318.40,,2026-03-04 17:48:45
ORD017326,SELLER108,WH010,PENDING,1224.87,RSV007440,2026-03-04 17:49:02
ORD017327,SELLER103,WH028,CONFIRMED,104.50,RSV016068,2026-03-04 17:49:19
ORD017328,SELLER069,WH017,CONFIRMED,1368.95,RSV004729,2026-03-04 17:49:36
ORD017329,SELLER039,WH018,CANCELLED,260.05,RSV018642,2026-03-04 17:49:53
ORD017330,SELLER086,WH008,CONFIRMED,2779.02,RSV016904,2026-03-04 17:50:10
ORD017331,SELLER110,WH029,CONFIRMED,110.56,RSV004204,2026-03-04 17:50:27
ORD017332,SELLER048,WH008,CONFIRMED,563.73,RSV000378,2026-03-04 17:50:44
ORD017333,SELLER089,WH018,PENDING,2551.83,RSV005265,2026-03-04 17:51:01
ORD017334,SELLER028,WH003,CONFIRMED,2878.66,RSV006904,2026-03-04 17:51:18
ORD017335,SELLER038,WH019,CONFIRMED,2552.83,RSV017905,2026-03-04 17:51:35
ORD017336,SELLER119,WH013,PENDING,234.18,RSV015411,2026-03-04 17:51:52
ORD017337,SELLER037,WH019,PENDING,708.15,RSV019948,2026-03-04 17:52:09
ORD017338,SELLER088,WH011,CONFIRMED,1727.94,RSV014309,2026-03-04 17:52:26
ORD017339,SELLER103,WH017,CONFIRMED,611.76,RSV019249,2026-03-04 17:52:43
ORD017340,SELLER096,WH027,CONFIRMED,2718.54,RSV015124,2026-03-04 17:53:00
ORD017341,SELLER113,WH030,CONFIRMED,1664.06,RSV019435,2026-03-04 17:53:17
ORD017342,SELLER056,WH008,CONFIRMED,2105.69,RSV014975,2026-03-04 17:53:34
ORD017343,SELLER031,WH024,CONFIRMED,928.58,,2026-03-04 17:53:51
ORD017344,SELLER115,WH015,CONFIRMED,2207.85,,2026-03-04 17:54:08
ORD017345,SELLER020,WH019,CONFIRMED,176.49,RSV005578,2026-03-04 17:54:25
ORD017346,SELLER055,WH028,CANCELLED,1497.77,RSV005051,2026-03-04 17:54:42
ORD017347,SELLER034,WH002,CONFIRMED,821.31,RSV005443,2026-03-04 17:54:59
ORD017348,SELLER084,WH024,CONFIRMED,1227.84,RSV006913,2026-03-04 17:55:16
ORD017349,SELLER073,WH007,CONFIRMED,548.45,RSV006250,2026-03-04 17:55:33
ORD017350,SELLER064,WH004,CONFIRMED,251.05,RSV016477,2026-03-04 17:55:50
ORD017351,SELLER082,WH003,CONFIRMED,981.06,,2026-03-04 17:56:07
ORD017352,SELLER117,WH003,CONFIRMED,350.85,RSV017294,2026-03-04 17:56:24
ORD017353,SELLER052,WH022,CONFIRMED,1522.88,RSV018241,2026-03-04 17:56:41
ORD017354,SELLER053,WH009,CONFIRMED,2763.73,RSV008268,2026-03-04 17:56:58
ORD017355,SELLER096,WH003,PENDING,2776.64,,2026-03-04 17:57:15
ORD017356,SELLER030,WH002,PENDING,1210.17,RSV003448,2026-03-04 17:57:32
ORD017357,SELLER022,WH020,CONFIRMED,2279.30,RSV002848,2026-03-04 17:57:49
ORD017358,SELLER105,WH008,PENDING,2380.20,RSV017697,2026-03-04 17:58:06
ORD017359,SELLER005,WH004,PENDING,1521.75,RSV009283,2026-03-04 17:58:23
ORD017360,SELLER115,WH016,CONFIRMED,1106.36,RSV001724,2026-03-04 17:58:40
ORD017361,SELLER075,WH008,CONFIRMED,1160.09,,2026-03-04 17:58:57
ORD017362,SELLER003,WH006,CONFIRMED,127.90,RSV018743,2026-03-04 17:59:14
ORD017363,SELLER037,WH009,CONFIRMED,2141.80,RSV002999,2026-03-04 17:59:31
ORD017364,SELLER027,WH007,CONFIRMED,2937.01,RSV008712,2026-03-04 17:59:48
ORD017365,SELLER079,WH002,CONFIRMED,1726.18,RSV019151,2026-03-04 18:00:05
ORD017366,SELLER039,WH009,CONFIRMED,1563.26,RSV001571,2026-03-04 18:00:22
ORD017367,SELLER103,WH020,CONFIRMED,1587.99,,2026-03-04 18:00:39
ORD017368,SELLER017,WH012,CONFIRMED,2827.70,RSV006873,2026-03-04 18:00:56
ORD017369,SELLER037,WH014,CONFIRMED,277.70,,2026-03-04 18:01:13
ORD017370,SELLER086,WH025,CONFIRMED,179.85,RSV007595,2026-03-04 18:01:30
ORD017371,SELLER081,WH018,CONFIRMED,2316.56,RSV018469,2026-03-04 18:01:47
ORD017372,SELLER047,WH011,PENDING,2367.59,RSV017055,2026-03-04 18:02:04
ORD017373,SELLER079,WH022,CONFIRMED,1717.61,RSV016771,2026-03-04 18:02:21
ORD017374,SELLER113,WH010,CONFIRMED,2006.56,,2026-03-04 18:02:38
ORD017375,SELLER077,WH014,CONFIRMED,2752.17,RSV001611,2026-03-04 18:02:55
ORD017376,SELLER036,WH003,CONFIRMED,2390.53,,2026-03-04 18:03:12
ORD017377,SELLER053,WH016,CONFIRMED,1303.39,RSV000455,2026-03-04 18:03:29
ORD017378,SELLER028,WH028,CONFIRMED,2478.12,,2026-03-04 18:03:46
ORD017379,SELLER098,WH005,CONFIRMED,1591.81,RSV019092,2026-03-04 18:04:03
ORD017380,SELLER075,WH027,CONFIRMED,2498.38,RSV004739,2026-03-04 18:04:20
ORD017381,SELLER045,WH017,CONFIRMED,2113.93,RSV016194,2026-03-04 18:04:37
ORD017382,SELLER023,WH001,CONFIRMED,2702.76,RSV007382,2026-03-04 18:04:54
ORD017383,SELLER088,WH010,CONFIRMED,509.14,,2026-03-04 18:05:11
ORD017384,SELLER021,WH009,CONFIRMED,2300.37,,2026-03-04 18:05:28
ORD017385,SELLER095,WH025,CONFIRMED,938.26,RSV004091,2026-03-04 18:05:45
ORD017386,SELLER095,WH012,CONFIRMED,2355.84,,2026-03-04 18:06:02
ORD017387,SELLER070,WH017,CONFIRMED,377.34,,2026-03-04 18:06:19
ORD017388,SELLER064,WH008,CONFIRMED,575.87,RSV011430,2026-03-04 18:06:36
ORD017389,SELLER050,WH017,PENDING,531.06,RSV016280,2026-03-04 18:06:53
ORD017390,SELLER060,WH030,CONFIRMED,541.85,RSV005635,2026-03-04 18:07:10
ORD017391,SELLER103,WH026,CONFIRMED,2431.45,RSV009424,2026-03-04 18:07:27
ORD017392,SELLER057,WH004,CONFIRMED,2856.78,RSV000541,2026-03-04 18:07:44
ORD017393,SELLER105,WH006,CONFIRMED,1578.25,,2026-03-04 18:08:01
ORD017394,SELLER036,WH006,CONFIRMED,1746.17,RSV012871,2026-03-04 18:08:18
ORD017395,SELLER026,WH028,PENDING,3193.07,RSV008933,2026-03-04 18:08:35
ORD017396,SELLER039,WH010,CONFIRMED,178.28,RSV014510,2026-03-04 18:08:52
ORD017397,SELLER051,WH009,CONFIRMED,115.17,,2026-03-04 18:09:09
ORD017398,SELLER055,WH013,CONFIRMED,2980.10,,2026-03-04 18:09:26
ORD017399,SELLER060,WH005,CONFIRMED,1027.78,RSV009638,2026-03-04 18:09:43
ORD017400,SELLER120,WH025,CONFIRMED,2029.96,,2026-03-04 18:10:00
ORD017401,SELLER111,WH022,PENDING,3175.97,,2026-03-04 18:10:17
ORD017402,SELLER019,WH012,CONFIRMED,2055.81,,2026-03-04 18:10:34
ORD017403,SELLER026,WH020,CONFIRMED,333.01,,2026-03-04 18:10:51
ORD017404,SELLER073,WH007,CONFIRMED,83.03,RSV007724,2026-03-04 18:11:08
ORD017405,SELLER008,WH029,CANCELLED,606.31,,2026-03-04 18:11:25
ORD017406,SELLER033,WH028,CONFIRMED,3192.17,RSV003688,2026-03-04 18:11:42
ORD017407,SELLER036,WH015,CONFIRMED,234.40,RSV000790,2026-03-04 18:11:59
ORD017408,SELLER109,WH028,PENDING,2369.12,RSV007953,2026-03-04 18:12:16
ORD017409,SELLER045,WH003,CONFIRMED,520.23,,2026-03-04 18:12:33
ORD017410,SELLER065,WH017,PENDING,1281.01,,2026-03-04 18:12:50
ORD017411,SELLER038,WH002,CONFIRMED,111.47,RSV002402,2026-03-04 18:13:07
ORD017412,SELLER080,WH017,CONFIRMED,118.71,RSV019441,2026-03-04 18:13:24
ORD017413,SELLER076,WH028,PENDING,1458.14,,2026-03-04 18:13:41
ORD017414,SELLER114,WH022,CONFIRMED,997.64,RSV001121,2026-03-04 18:13:58
ORD017415,SELLER029,WH018,CONFIRMED,2069.74,RSV018638,2026-03-04 18:14:15
ORD017416,SELLER038,WH012,CONFIRMED,1375.13,,2026-03-04 18:14:32
ORD017417,SELLER110,WH009,CONFIRMED,1354.30,,2026-03-04 18:14:49
ORD017418,SELLER007,WH017,PENDING,294.51,RSV004323,2026-03-04 18:15:06
ORD017419,SELLER086,WH008,CONFIRMED,973.33,,2026-03-04 18:15:23
ORD017420,SELLER044,WH024,CONFIRMED,2119.14,,2026-03-04 18:15:40
ORD017421,SELLER115,WH024,CONFIRMED,1423.61,RSV002489,2026-03-04 18:15:57
ORD017422,SELLER021,WH009,CONFIRMED,573.33,RSV019212,2026-03-04 18:16:14
ORD017423,SELLER035,WH002,CONFIRMED,921.49,RSV006020,2026-03-04 18:16:31
ORD017424,SELLER036,WH015,CONFIRMED,1499.57,RSV010946,2026-03-04 18:16:48
ORD017425,SELLER061,WH002,CONFIRMED,270.41,RSV006796,2026-03-04 18:17:05
ORD017426,SELLER029,WH019,CONFIRMED,1044.13,RSV009955,2026-03-04 18:17:22
ORD017427,SELLER062,WH027,PENDING,2331.99,RSV013470,2026-03-04 18:17:39
ORD017428,SELLER013,WH018,CONFIRMED,841.94,RSV013318,2026-03-04 18:17:56
ORD017429,SELLER048,WH010,CONFIRMED,718.70,RSV008563,2026-03-04 18:18:13
ORD017430,SELLER004,WH013,CONFIRMED,3091.99,RSV003929,2026-03-04 18:18:30
ORD017431,SELLER014,WH024,CONFIRMED,3030.87,,2026-03-04 18:18:47
ORD017432,SELLER006,WH011,PENDING,2587.17,,2026-03-04 18:19:04
ORD017433,SELLER073,WH006,CONFIRMED,2650.12,RSV002244,2026-03-04 18:19:21
ORD017434,SELLER093,WH009,CANCELLED,1293.08,RSV006305,2026-03-04 18:19:38
ORD017435,SELLER094,WH027,CONFIRMED,1354.22,,2026-03-04 18:19:55
ORD017436,SELLER055,WH011,CONFIRMED,3033.23,,2026-03-04 18:20:12
ORD017437,SELLER086,WH018,CONFIRMED,3148.38,,2026-03-04 18:20:29
ORD017438,SELLER045,WH011,CONFIRMED,2322.41,RSV005765,2026-03-04 18:20:46
